start_sec,stage,stage_name
32190,3,Sleep stage 4
32220,3,Sleep stage 4
32250,2,Sleep stage 2
32280,2,Sleep stage 2
32310,2,Sleep stage 2
32340,2,Sleep stage 2
32370,2,Sleep stage 2
32400,2,Sleep stage 2
32430,2,Sleep stage 2
32460,3,Sleep stage 3
32490,2,Sleep stage 2
32520,2,Sleep stage 2
32550,3,Sleep stage 3
32580,3,Sleep stage 3
32610,3,Sleep stage 3
32640,3,Sleep stage 3
32670,1,Sleep stage 1
32700,2,Sleep stage 2
32730,2,Sleep stage 2
32760,2,Sleep stage 2
32790,2,Sleep stage 2
32820,2,Sleep stage 2
32850,3,Sleep stage 3
32880,3,Sleep stage 3
32910,2,Sleep stage 2
32940,3,Sleep stage 3
32970,2,Sleep stage 2
33000,3,Sleep stage 3
33030,3,Sleep stage 3
33060,3,Sleep stage 3
33090,3,Sleep stage 3
33120,3,Sleep stage 4
33150,3,Sleep stage 4
33180,3,Sleep stage 4
33210,3,Sleep stage 4
33240,3,Sleep stage 4
33270,3,Sleep stage 3
33300,2,Sleep stage 2
33330,3,Sleep stage 3
33360,3,Sleep stage 3
33390,3,Sleep stage 4
33420,3,Sleep stage 3
33450,3,Sleep stage 3
33480,3,Sleep stage 3
33510,3,Sleep stage 4
33540,3,Sleep stage 4
33570,3,Sleep stage 4
33600,3,Sleep stage 4
33630,3,Sleep stage 4
33660,3,Sleep stage 4
33690,3,Sleep stage 4
33720,3,Sleep stage 4
33750,3,Sleep stage 4
33780,3,Sleep stage 4
33810,3,Sleep stage 4
33840,3,Sleep stage 4
33870,3,Sleep stage 4
33900,3,Sleep stage 4
33930,3,Sleep stage 4
33960,3,Sleep stage 4
33990,3,Sleep stage 4
34020,3,Sleep stage 4
34050,3,Sleep stage 4
34080,3,Sleep stage 4
34110,3,Sleep stage 4
34140,3,Sleep stage 4
34170,3,Sleep stage 4
34200,3,Sleep stage 4
34230,3,Sleep stage 4
34260,3,Sleep stage 4
34290,3,Sleep stage 4
34320,3,Sleep stage 4
34350,3,Sleep stage 4
34380,3,Sleep stage 4
34410,3,Sleep stage 4
34440,3,Sleep stage 4
34470,3,Sleep stage 4
34500,3,Sleep stage 4
34530,3,Sleep stage 4
34560,3,Sleep stage 4
34590,3,Sleep stage 4
34620,3,Sleep stage 4
34650,3,Sleep stage 4
34680,3,Sleep stage 4
34710,3,Sleep stage 4
34740,3,Sleep stage 4
34770,3,Sleep stage 4
34800,3,Sleep stage 4
34830,3,Sleep stage 4
34860,3,Sleep stage 4
34890,3,Sleep stage 4
34920,3,Sleep stage 4
34950,3,Sleep stage 4
34980,3,Sleep stage 4
35010,3,Sleep stage 4
35040,3,Sleep stage 4
35070,3,Sleep stage 4
35100,3,Sleep stage 4
35130,3,Sleep stage 4
35160,3,Sleep stage 4
35190,3,Sleep stage 4
35220,3,Sleep stage 4
35250,3,Sleep stage 4
35280,3,Sleep stage 4
35310,3,Sleep stage 4
35340,3,Sleep stage 4
35370,3,Sleep stage 4
35400,1,Sleep stage 1
35430,3,Sleep stage 3
35460,3,Sleep stage 3
35490,3,Sleep stage 3
35520,3,Sleep stage 3
35550,3,Sleep stage 3
35580,3,Sleep stage 3
35610,3,Sleep stage 3
35640,2,Sleep stage 2
35670,2,Sleep stage 2
35700,3,Sleep stage 3
35730,3,Sleep stage 3
35760,3,Sleep stage 3
35790,2,Sleep stage 2
35820,2,Sleep stage 2
35850,2,Sleep stage 2
35880,2,Sleep stage 2
35910,2,Sleep stage 2
35940,3,Sleep stage 3
35970,4,Sleep stage R
36000,4,Sleep stage R
36030,4,Sleep stage R
36060,4,Sleep stage R
36090,4,Sleep stage R
36120,4,Sleep stage R
36150,4,Sleep stage R
36180,4,Sleep stage R
36210,4,Sleep stage R
36240,4,Sleep stage R
36270,4,Sleep stage R
36300,4,Sleep stage R
36330,4,Sleep stage R
36360,4,Sleep stage R
36390,4,Sleep stage R
36420,4,Sleep stage R
36450,4,Sleep stage R
36480,4,Sleep stage R
36510,4,Sleep stage R
36540,4,Sleep stage R
36570,4,Sleep stage R
36600,4,Sleep stage R
36630,4,Sleep stage R
36660,4,Sleep stage R
36690,4,Sleep stage R
36720,4,Sleep stage R
36750,4,Sleep stage R
36780,4,Sleep stage R
36810,4,Sleep stage R
36840,1,Sleep stage 1
36870,1,Sleep stage 1
36900,1,Sleep stage 1
36930,1,Sleep stage 1
36960,1,Sleep stage 1
36990,1,Sleep stage 1
37020,2,Sleep stage 2
37050,2,Sleep stage 2
37080,2,Sleep stage 2
37110,2,Sleep stage 2
37140,2,Sleep stage 2
37170,2,Sleep stage 2
37200,2,Sleep stage 2
37230,2,Sleep stage 2
37260,3,Sleep stage 3
37290,1,Sleep stage 1
37320,1,Sleep stage 1
37350,1,Sleep stage 1
37380,1,Sleep stage 1
37410,2,Sleep stage 2
37440,2,Sleep stage 2
37470,2,Sleep stage 2
37500,1,Sleep stage 1
37530,2,Sleep stage 2
37560,2,Sleep stage 2
37590,2,Sleep stage 2
37620,2,Sleep stage 2
37650,2,Sleep stage 2
37680,2,Sleep stage 2
37710,2,Sleep stage 2
37740,2,Sleep stage 2
37770,2,Sleep stage 2
37800,2,Sleep stage 2
37830,2,Sleep stage 2
37860,2,Sleep stage 2
37890,2,Sleep stage 2
37920,2,Sleep stage 2
37950,2,Sleep stage 2
37980,2,Sleep stage 2
38010,2,Sleep stage 2
38040,2,Sleep stage 2
38070,2,Sleep stage 2
38100,2,Sleep stage 2
38130,2,Sleep stage 2
38160,2,Sleep stage 2
38190,2,Sleep stage 2
38220,2,Sleep stage 2
38250,2,Sleep stage 2
38280,2,Sleep stage 2
38310,2,Sleep stage 2
38340,2,Sleep stage 2
38370,2,Sleep stage 2
38400,2,Sleep stage 2
38430,2,Sleep stage 2
38460,3,Sleep stage 3
38490,2,Sleep stage 2
38520,3,Sleep stage 3
38550,3,Sleep stage 3
38580,3,Sleep stage 4
38610,3,Sleep stage 3
38640,3,Sleep stage 4
38670,3,Sleep stage 3
38700,3,Sleep stage 4
38730,3,Sleep stage 3
38760,2,Sleep stage 2
38790,2,Sleep stage 2
38820,2,Sleep stage 2
38850,2,Sleep stage 2
38880,2,Sleep stage 2
38910,3,Sleep stage 3
38940,3,Sleep stage 3
38970,3,Sleep stage 4
39000,3,Sleep stage 4
39030,3,Sleep stage 4
39060,3,Sleep stage 3
39090,3,Sleep stage 3
39120,3,Sleep stage 4
39150,3,Sleep stage 3
39180,3,Sleep stage 4
39210,3,Sleep stage 4
39240,3,Sleep stage 3
39270,3,Sleep stage 3
39300,3,Sleep stage 4
39330,3,Sleep stage 4
39360,3,Sleep stage 4
39390,3,Sleep stage 4
39420,3,Sleep stage 4
39450,3,Sleep stage 4
39480,3,Sleep stage 3
39510,3,Sleep stage 3
39540,3,Sleep stage 4
39570,3,Sleep stage 3
39600,3,Sleep stage 4
39630,3,Sleep stage 4
39660,3,Sleep stage 4
39690,3,Sleep stage 4
39720,3,Sleep stage 4
39750,3,Sleep stage 4
39780,3,Sleep stage 4
39810,3,Sleep stage 4
39840,3,Sleep stage 4
39870,1,Sleep stage 1
39900,2,Sleep stage 2
39930,2,Sleep stage 2
39960,1,Sleep stage 1
39990,2,Sleep stage 2
40020,2,Sleep stage 2
40050,2,Sleep stage 2
40080,2,Sleep stage 2
40110,2,Sleep stage 2
40140,2,Sleep stage 2
40170,2,Sleep stage 2
40200,1,Sleep stage 1
40230,2,Sleep stage 2
40260,2,Sleep stage 2
40290,1,Sleep stage 1
40320,2,Sleep stage 2
40350,2,Sleep stage 2
40380,2,Sleep stage 2
40410,2,Sleep stage 2
40440,2,Sleep stage 2
40470,2,Sleep stage 2
40500,4,Sleep stage R
40530,4,Sleep stage R
40560,4,Sleep stage R
40590,4,Sleep stage R
40620,4,Sleep stage R
40650,4,Sleep stage R
40680,4,Sleep stage R
40710,4,Sleep stage R
40740,4,Sleep stage R
40770,4,Sleep stage R
40800,4,Sleep stage R
40830,4,Sleep stage R
40860,4,Sleep stage R
40890,4,Sleep stage R
40920,4,Sleep stage R
40950,4,Sleep stage R
40980,4,Sleep stage R
41010,4,Sleep stage R
41040,4,Sleep stage R
41070,4,Sleep stage R
41100,4,Sleep stage R
41130,4,Sleep stage R
41160,4,Sleep stage R
41190,4,Sleep stage R
41220,4,Sleep stage R
41250,4,Sleep stage R
41280,4,Sleep stage R
41310,4,Sleep stage R
41340,4,Sleep stage R
41370,2,Sleep stage 2
41400,1,Sleep stage 1
41430,1,Sleep stage 1
41460,0,Sleep stage W
41490,1,Sleep stage 1
41520,1,Sleep stage 1
41550,1,Sleep stage 1
41580,1,Sleep stage 1
41610,2,Sleep stage 2
41640,2,Sleep stage 2
41670,2,Sleep stage 2
41700,2,Sleep stage 2
41730,2,Sleep stage 2
41760,2,Sleep stage 2
41790,2,Sleep stage 2
41820,2,Sleep stage 2
41850,2,Sleep stage 2
41880,2,Sleep stage 2
41910,2,Sleep stage 2
41940,2,Sleep stage 2
41970,2,Sleep stage 2
42000,2,Sleep stage 2
42030,2,Sleep stage 2
42060,2,Sleep stage 2
42090,2,Sleep stage 2
42120,2,Sleep stage 2
42150,2,Sleep stage 2
42180,2,Sleep stage 2
42210,2,Sleep stage 2
42240,2,Sleep stage 2
42270,2,Sleep stage 2
42300,2,Sleep stage 2
42330,2,Sleep stage 2
42360,2,Sleep stage 2
42390,2,Sleep stage 2
42420,2,Sleep stage 2
42450,2,Sleep stage 2
42480,1,Sleep stage 1
42510,2,Sleep stage 2
42540,1,Sleep stage 1
42570,2,Sleep stage 2
42600,2,Sleep stage 2
42630,2,Sleep stage 2
42660,2,Sleep stage 2
42690,2,Sleep stage 2
42720,2,Sleep stage 2
42750,2,Sleep stage 2
42780,2,Sleep stage 2
42810,2,Sleep stage 2
42840,2,Sleep stage 2
42870,3,Sleep stage 3
42900,2,Sleep stage 2
42930,2,Sleep stage 2
42960,2,Sleep stage 2
42990,2,Sleep stage 2
43020,2,Sleep stage 2
43050,2,Sleep stage 2
43080,2,Sleep stage 2
43110,2,Sleep stage 2
43140,2,Sleep stage 2
43170,2,Sleep stage 2
43200,2,Sleep stage 2
43230,2,Sleep stage 2
43260,2,Sleep stage 2
43290,3,Sleep stage 3
43320,2,Sleep stage 2
43350,3,Sleep stage 3
43380,2,Sleep stage 2
43410,3,Sleep stage 3
43440,3,Sleep stage 3
43470,3,Sleep stage 3
43500,3,Sleep stage 3
43530,3,Sleep stage 3
43560,3,Sleep stage 3
43590,3,Sleep stage 4
43620,3,Sleep stage 4
43650,3,Sleep stage 4
43680,3,Sleep stage 3
43710,2,Sleep stage 2
43740,2,Sleep stage 2
43770,2,Sleep stage 2
43800,2,Sleep stage 2
43830,2,Sleep stage 2
43860,2,Sleep stage 2
43890,2,Sleep stage 2
43920,3,Sleep stage 3
43950,3,Sleep stage 3
43980,2,Sleep stage 2
44010,3,Sleep stage 4
44040,3,Sleep stage 3
44070,3,Sleep stage 3
44100,3,Sleep stage 3
44130,3,Sleep stage 3
44160,3,Sleep stage 3
44190,3,Sleep stage 3
44220,3,Sleep stage 4
44250,3,Sleep stage 4
44280,3,Sleep stage 3
44310,3,Sleep stage 3
44340,3,Sleep stage 4
44370,3,Sleep stage 4
44400,3,Sleep stage 3
44430,3,Sleep stage 3
44460,3,Sleep stage 3
44490,3,Sleep stage 3
44520,2,Sleep stage 2
44550,2,Sleep stage 2
44580,2,Sleep stage 2
44610,2,Sleep stage 2
44640,3,Sleep stage 3
44670,3,Sleep stage 4
44700,2,Sleep stage 2
44730,4,Sleep stage R
44760,4,Sleep stage R
44790,4,Sleep stage R
44820,4,Sleep stage R
44850,4,Sleep stage R
44880,4,Sleep stage R
44910,4,Sleep stage R
44940,4,Sleep stage R
44970,1,Sleep stage 1
45000,4,Sleep stage R
45030,4,Sleep stage R
45060,4,Sleep stage R
45090,4,Sleep stage R
45120,4,Sleep stage R
45150,4,Sleep stage R
45180,4,Sleep stage R
45210,4,Sleep stage R
45240,4,Sleep stage R
45270,4,Sleep stage R
45300,4,Sleep stage R
45330,4,Sleep stage R
45360,4,Sleep stage R
45390,4,Sleep stage R
45420,4,Sleep stage R
45450,4,Sleep stage R
45480,4,Sleep stage R
45510,0,Sleep stage W
45540,1,Sleep stage 1
45570,1,Sleep stage 1
45600,1,Sleep stage 1
45630,1,Sleep stage 1
45660,0,Sleep stage W
45690,0,Sleep stage W
45720,0,Sleep stage W
45750,0,Sleep stage W
45780,0,Sleep stage W
45810,0,Sleep stage W
45840,0,Sleep stage W
45870,0,Sleep stage W
45900,0,Sleep stage W
45930,0,Sleep stage W
45960,0,Sleep stage W
45990,0,Sleep stage W
46020,0,Sleep stage W
46050,0,Sleep stage W
46080,0,Sleep stage W
46110,0,Sleep stage W
46140,1,Sleep stage 1
46170,1,Sleep stage 1
46200,1,Sleep stage 1
46230,0,Sleep stage W
46260,1,Sleep stage 1
46290,1,Sleep stage 1
46320,1,Sleep stage 1
46350,1,Sleep stage 1
46380,2,Sleep stage 2
46410,2,Sleep stage 2
46440,2,Sleep stage 2
46470,2,Sleep stage 2
46500,2,Sleep stage 2
46530,2,Sleep stage 2
46560,2,Sleep stage 2
46590,2,Sleep stage 2
46620,2,Sleep stage 2
46650,2,Sleep stage 2
46680,2,Sleep stage 2
46710,2,Sleep stage 2
46740,2,Sleep stage 2
46770,2,Sleep stage 2
46800,2,Sleep stage 2
46830,2,Sleep stage 2
46860,2,Sleep stage 2
46890,2,Sleep stage 2
46920,2,Sleep stage 2
46950,2,Sleep stage 2
46980,2,Sleep stage 2
47010,2,Sleep stage 2
47040,2,Sleep stage 2
47070,0,Sleep stage W
47100,0,Sleep stage W
47130,1,Sleep stage 1
47160,2,Sleep stage 2
47190,2,Sleep stage 2
47220,2,Sleep stage 2
47250,2,Sleep stage 2
47280,2,Sleep stage 2
47310,2,Sleep stage 2
47340,2,Sleep stage 2
47370,2,Sleep stage 2
47400,2,Sleep stage 2
47430,2,Sleep stage 2
47460,2,Sleep stage 2
47490,2,Sleep stage 2
47520,2,Sleep stage 2
47550,2,Sleep stage 2
47580,2,Sleep stage 2
47610,2,Sleep stage 2
47640,2,Sleep stage 2
47670,2,Sleep stage 2
47700,2,Sleep stage 2
47730,2,Sleep stage 2
47760,2,Sleep stage 2
47790,2,Sleep stage 2
47820,2,Sleep stage 2
47850,2,Sleep stage 2
47880,2,Sleep stage 2
47910,2,Sleep stage 2
47940,2,Sleep stage 2
47970,2,Sleep stage 2
48000,2,Sleep stage 2
48030,2,Sleep stage 2
48060,2,Sleep stage 2
48090,2,Sleep stage 2
48120,2,Sleep stage 2
48150,3,Sleep stage 3
48180,2,Sleep stage 2
48210,3,Sleep stage 3
48240,3,Sleep stage 3
48270,3,Sleep stage 3
48300,2,Sleep stage 2
48330,2,Sleep stage 2
48360,2,Sleep stage 2
48390,2,Sleep stage 2
48420,3,Sleep stage 3
48450,3,Sleep stage 3
48480,2,Sleep stage 2
48510,2,Sleep stage 2
48540,3,Sleep stage 3
48570,2,Sleep stage 2
48600,3,Sleep stage 3
48630,2,Sleep stage 2
48660,3,Sleep stage 3
48690,3,Sleep stage 3
48720,3,Sleep stage 3
48750,3,Sleep stage 3
48780,2,Sleep stage 2
48810,2,Sleep stage 2
48840,2,Sleep stage 2
48870,2,Sleep stage 2
48900,2,Sleep stage 2
48930,2,Sleep stage 2
48960,2,Sleep stage 2
48990,3,Sleep stage 3
49020,2,Sleep stage 2
49050,2,Sleep stage 2
49080,2,Sleep stage 2
49110,2,Sleep stage 2
49140,1,Sleep stage 1
49170,1,Sleep stage 1
49200,4,Sleep stage R
49230,4,Sleep stage R
49260,4,Sleep stage R
49290,4,Sleep stage R
49320,4,Sleep stage R
49350,4,Sleep stage R
49380,4,Sleep stage R
49410,4,Sleep stage R
49440,4,Sleep stage R
49470,4,Sleep stage R
49500,4,Sleep stage R
49530,4,Sleep stage R
49560,4,Sleep stage R
49590,4,Sleep stage R
49620,4,Sleep stage R
49650,4,Sleep stage R
49680,4,Sleep stage R
49710,4,Sleep stage R
49740,4,Sleep stage R
49770,4,Sleep stage R
49800,4,Sleep stage R
49830,4,Sleep stage R
49860,4,Sleep stage R
49890,4,Sleep stage R
49920,4,Sleep stage R
49950,4,Sleep stage R
49980,4,Sleep stage R
50010,4,Sleep stage R
50040,4,Sleep stage R
50070,4,Sleep stage R
50100,4,Sleep stage R
50130,4,Sleep stage R
50160,4,Sleep stage R
50190,0,Sleep stage W
50220,1,Sleep stage 1
50250,1,Sleep stage 1
50280,1,Sleep stage 1
50310,1,Sleep stage 1
50340,1,Sleep stage 1
50370,4,Sleep stage R
50400,4,Sleep stage R
50430,4,Sleep stage R
50460,4,Sleep stage R
50490,4,Sleep stage R
50520,4,Sleep stage R
50550,4,Sleep stage R
50580,4,Sleep stage R
50610,4,Sleep stage R
50640,0,Sleep stage W
50670,0,Sleep stage W
50700,0,Sleep stage W
50730,0,Sleep stage W
50760,0,Sleep stage W
50790,0,Sleep stage W
50820,0,Sleep stage W
50850,0,Sleep stage W
50880,0,Sleep stage W
50910,0,Sleep stage W
50940,0,Sleep stage W
50970,0,Sleep stage W
51000,0,Sleep stage W
51030,0,Sleep stage W
51060,0,Sleep stage W
51090,0,Sleep stage W
51120,0,Sleep stage W
51150,1,Sleep stage 1
51180,1,Sleep stage 1
51210,1,Sleep stage 1
51240,0,Sleep stage W
51270,0,Sleep stage W
51300,0,Sleep stage W
51330,0,Sleep stage W
51360,0,Sleep stage W
51390,0,Sleep stage W
51420,0,Sleep stage W
51450,0,Sleep stage W
51480,0,Sleep stage W
51510,0,Sleep stage W
51540,1,Sleep stage 1
51570,0,Sleep stage W
51600,0,Sleep stage W
51630,0,Sleep stage W
51660,0,Sleep stage W
51690,0,Sleep stage W
51720,0,Sleep stage W
51750,0,Sleep stage W
51780,0,Sleep stage W
51810,0,Sleep stage W
51840,0,Sleep stage W
51870,0,Sleep stage W
51900,0,Sleep stage W
51930,0,Sleep stage W
51960,0,Sleep stage W
51990,0,Sleep stage W
52020,0,Sleep stage W
52050,0,Sleep stage W
52080,0,Sleep stage W
52110,1,Sleep stage 1
52140,1,Sleep stage 1
52170,1,Sleep stage 1
52200,1,Sleep stage 1
52230,1,Sleep stage 1
52260,0,Sleep stage W
52290,0,Sleep stage W
52320,0,Sleep stage W
52350,0,Sleep stage W
52380,0,Sleep stage W
52410,0,Sleep stage W
52440,0,Sleep stage W
52470,0,Sleep stage W
52500,0,Sleep stage W
52530,0,Sleep stage W
52560,0,Sleep stage W
52590,0,Sleep stage W
52620,0,Sleep stage W
52650,0,Sleep stage W
52680,0,Sleep stage W
52710,0,Sleep stage W
52740,0,Sleep stage W
52770,0,Sleep stage W
52800,0,Sleep stage W
52830,0,Sleep stage W
52860,0,Sleep stage W
52890,0,Sleep stage W
52920,0,Sleep stage W
52950,0,Sleep stage W
52980,0,Sleep stage W
53010,0,Sleep stage W
53040,0,Sleep stage W
53070,0,Sleep stage W
53100,0,Sleep stage W
53130,0,Sleep stage W
53160,0,Sleep stage W
53190,0,Sleep stage W
53220,0,Sleep stage W
53250,0,Sleep stage W
53280,0,Sleep stage W
53310,0,Sleep stage W
53340,0,Sleep stage W
53370,0,Sleep stage W
53400,0,Sleep stage W
53430,0,Sleep stage W
53460,0,Sleep stage W
53490,0,Sleep stage W
53520,0,Sleep stage W
53550,0,Sleep stage W
53580,0,Sleep stage W
53610,0,Sleep stage W
53640,0,Sleep stage W
53670,0,Sleep stage W
53700,0,Sleep stage W
53730,0,Sleep stage W
53760,0,Sleep stage W
53790,0,Sleep stage W
53820,0,Sleep stage W
53850,0,Sleep stage W
53880,0,Sleep stage W
53910,0,Sleep stage W
53940,0,Sleep stage W
53970,0,Sleep stage W
54000,0,Sleep stage W
54030,0,Sleep stage W
54060,0,Sleep stage W
54090,0,Sleep stage W
54120,0,Sleep stage W
54150,0,Sleep stage W
54180,0,Sleep stage W
54210,0,Sleep stage W
54240,0,Sleep stage W
54270,0,Sleep stage W
54300,0,Sleep stage W
54330,0,Sleep stage W
54360,0,Sleep stage W
54390,0,Sleep stage W
54420,0,Sleep stage W
54450,0,Sleep stage W
54480,0,Sleep stage W
54510,0,Sleep stage W
54540,0,Sleep stage W
54570,0,Sleep stage W
54600,0,Sleep stage W
54630,0,Sleep stage W
54660,0,Sleep stage W
54690,0,Sleep stage W
54720,0,Sleep stage W
54750,0,Sleep stage W
54780,0,Sleep stage W
54810,0,Sleep stage W
54840,0,Sleep stage W
54870,0,Sleep stage W
54900,0,Sleep stage W
54930,0,Sleep stage W
54960,0,Sleep stage W
54990,0,Sleep stage W
55020,0,Sleep stage W
55050,0,Sleep stage W
55080,0,Sleep stage W
55110,0,Sleep stage W
55140,0,Sleep stage W
55170,0,Sleep stage W
55200,0,Sleep stage W
55230,0,Sleep stage W
55260,0,Sleep stage W
55290,0,Sleep stage W
55320,0,Sleep stage W
55350,0,Sleep stage W
55380,0,Sleep stage W
55410,0,Sleep stage W
55440,0,Sleep stage W
55470,0,Sleep stage W
55500,0,Sleep stage W
55530,0,Sleep stage W
55560,0,Sleep stage W
55590,0,Sleep stage W
55620,0,Sleep stage W
55650,0,Sleep stage W
55680,0,Sleep stage W
55710,0,Sleep stage W
55740,0,Sleep stage W
55770,0,Sleep stage W
55800,0,Sleep stage W
55830,0,Sleep stage W
55860,0,Sleep stage W
55890,0,Sleep stage W
55920,0,Sleep stage W
55950,0,Sleep stage W
55980,0,Sleep stage W
56010,0,Sleep stage W
56040,0,Sleep stage W
56070,0,Sleep stage W
56100,0,Sleep stage W
56130,0,Sleep stage W
56160,0,Sleep stage W
56190,0,Sleep stage W
56220,0,Sleep stage W
56250,0,Sleep stage W
56280,0,Sleep stage W
56310,0,Sleep stage W
56340,0,Sleep stage W
56370,0,Sleep stage W
56400,0,Sleep stage W
56430,0,Sleep stage W
56460,0,Sleep stage W
56490,0,Sleep stage W
56520,0,Sleep stage W
56550,0,Sleep stage W
56580,0,Sleep stage W
56610,0,Sleep stage W
56640,0,Sleep stage W
56670,0,Sleep stage W
56700,0,Sleep stage W
56730,0,Sleep stage W
56760,0,Sleep stage W
56790,0,Sleep stage W
56820,0,Sleep stage W
56850,0,Sleep stage W
56880,0,Sleep stage W
56910,0,Sleep stage W
56940,0,Sleep stage W
56970,0,Sleep stage W
57000,0,Sleep stage W
57030,0,Sleep stage W
57060,0,Sleep stage W
57090,0,Sleep stage W
57120,0,Sleep stage W
57150,0,Sleep stage W
57180,0,Sleep stage W
57210,0,Sleep stage W
57240,0,Sleep stage W
57270,0,Sleep stage W
57300,0,Sleep stage W
57330,0,Sleep stage W
57360,0,Sleep stage W
57390,0,Sleep stage W
57420,0,Sleep stage W
57450,0,Sleep stage W
57480,0,Sleep stage W
57510,0,Sleep stage W
57540,0,Sleep stage W
57570,0,Sleep stage W
57600,0,Sleep stage W
57630,0,Sleep stage W
57660,0,Sleep stage W
57690,0,Sleep stage W
57720,0,Sleep stage W
57750,0,Sleep stage W
57780,0,Sleep stage W
57810,0,Sleep stage W
57840,0,Sleep stage W
57870,0,Sleep stage W
57900,0,Sleep stage W
57930,0,Sleep stage W
57960,0,Sleep stage W
57990,0,Sleep stage W
58020,0,Sleep stage W
58050,0,Sleep stage W
58080,0,Sleep stage W
58110,0,Sleep stage W
58140,0,Sleep stage W
58170,0,Sleep stage W
58200,0,Sleep stage W
58230,0,Sleep stage W
58260,0,Sleep stage W
58290,0,Sleep stage W
58320,0,Sleep stage W
58350,0,Sleep stage W
58380,0,Sleep stage W
58410,0,Sleep stage W
58440,0,Sleep stage W
58470,0,Sleep stage W
58500,0,Sleep stage W
58530,0,Sleep stage W
58560,0,Sleep stage W
58590,0,Sleep stage W
58620,0,Sleep stage W
58650,0,Sleep stage W
58680,0,Sleep stage W
58710,0,Sleep stage W
58740,0,Sleep stage W
58770,0,Sleep stage W
58800,0,Sleep stage W
58830,0,Sleep stage W
58860,0,Sleep stage W
58890,0,Sleep stage W
58920,0,Sleep stage W
58950,0,Sleep stage W
58980,0,Sleep stage W
59010,0,Sleep stage W
59040,0,Sleep stage W
59070,0,Sleep stage W
59100,0,Sleep stage W
59130,0,Sleep stage W
59160,0,Sleep stage W
59190,0,Sleep stage W
59220,0,Sleep stage W
59250,0,Sleep stage W
59280,0,Sleep stage W
59310,0,Sleep stage W
59340,0,Sleep stage W
59370,0,Sleep stage W
59400,0,Sleep stage W
59430,0,Sleep stage W
59460,0,Sleep stage W
59490,0,Sleep stage W
59520,0,Sleep stage W
59550,0,Sleep stage W
59580,0,Sleep stage W
59610,0,Sleep stage W
59640,0,Sleep stage W
59670,0,Sleep stage W
59700,0,Sleep stage W
59730,0,Sleep stage W
59760,0,Sleep stage W
59790,0,Sleep stage W
59820,0,Sleep stage W
59850,0,Sleep stage W
59880,0,Sleep stage W
59910,0,Sleep stage W
59940,0,Sleep stage W
59970,0,Sleep stage W
60000,0,Sleep stage W
60030,0,Sleep stage W
60060,0,Sleep stage W
60090,0,Sleep stage W
60120,0,Sleep stage W
60150,0,Sleep stage W
60180,0,Sleep stage W
60210,0,Sleep stage W
60240,0,Sleep stage W
60270,0,Sleep stage W
60300,0,Sleep stage W
60330,0,Sleep stage W
60360,0,Sleep stage W
60390,0,Sleep stage W
60420,0,Sleep stage W
60450,0,Sleep stage W
60480,0,Sleep stage W
60510,0,Sleep stage W
60540,0,Sleep stage W
60570,0,Sleep stage W
60600,0,Sleep stage W
60630,0,Sleep stage W
60660,0,Sleep stage W
60690,0,Sleep stage W
60720,0,Sleep stage W
60750,0,Sleep stage W
60780,0,Sleep stage W
60810,0,Sleep stage W
60840,0,Sleep stage W
60870,0,Sleep stage W
60900,0,Sleep stage W
60930,0,Sleep stage W
60960,0,Sleep stage W
60990,0,Sleep stage W
61020,0,Sleep stage W
61050,0,Sleep stage W
61080,0,Sleep stage W
61110,0,Sleep stage W
61140,0,Sleep stage W
61170,0,Sleep stage W
61200,0,Sleep stage W
61230,0,Sleep stage W
61260,0,Sleep stage W
61290,0,Sleep stage W
61320,0,Sleep stage W
61350,0,Sleep stage W
61380,0,Sleep stage W
61410,0,Sleep stage W
61440,0,Sleep stage W
61470,0,Sleep stage W
61500,0,Sleep stage W
61530,0,Sleep stage W
61560,0,Sleep stage W
61590,0,Sleep stage W
61620,0,Sleep stage W
61650,0,Sleep stage W
61680,0,Sleep stage W
61710,0,Sleep stage W
61740,0,Sleep stage W
61770,0,Sleep stage W
61800,0,Sleep stage W
61830,0,Sleep stage W
61860,0,Sleep stage W
61890,0,Sleep stage W
61920,0,Sleep stage W
61950,0,Sleep stage W
61980,0,Sleep stage W
62010,0,Sleep stage W
62040,0,Sleep stage W
62070,0,Sleep stage W
62100,0,Sleep stage W
62130,0,Sleep stage W
62160,0,Sleep stage W
62190,0,Sleep stage W
62220,0,Sleep stage W
62250,0,Sleep stage W
62280,0,Sleep stage W
62310,0,Sleep stage W
62340,0,Sleep stage W
62370,0,Sleep stage W
62400,0,Sleep stage W
62430,0,Sleep stage W
62460,0,Sleep stage W
62490,0,Sleep stage W
62520,0,Sleep stage W
62550,0,Sleep stage W
62580,0,Sleep stage W
62610,0,Sleep stage W
62640,0,Sleep stage W
62670,0,Sleep stage W
62700,0,Sleep stage W
62730,0,Sleep stage W
62760,0,Sleep stage W
62790,0,Sleep stage W
62820,0,Sleep stage W
62850,0,Sleep stage W
62880,0,Sleep stage W
62910,0,Sleep stage W
62940,0,Sleep stage W
62970,0,Sleep stage W
63000,0,Sleep stage W
63030,0,Sleep stage W
63060,0,Sleep stage W
63090,0,Sleep stage W
63120,0,Sleep stage W
63150,0,Sleep stage W
63180,0,Sleep stage W
63210,0,Sleep stage W
63240,0,Sleep stage W
63270,0,Sleep stage W
63300,0,Sleep stage W
63330,0,Sleep stage W
